1446,
249,

4699,3191,1142,
1539,1484,
2325,
709,324,
956,
4355,2691,
2975,855,88,

3186,0,
2854,2529,1227,

2718,2373,941,
4189,2038,1443,
3829,2351,451,
3906,431,
3665,
3573,
4212,1313,
3093,
4036,1624,
4453,1414,
2277,1878,1076,
3219,
4113,
3644,1785,1289,1155,
4050,

3105,
3745,2348,
3371,
3590,2912,1962,
1498,647,


2919,1512,1126,
1085,
4240,2546,87,
668,
12,
3327,1120,
4238,1536,147,
1962,1600,
2830,632,
4386,1651,
4113,1485,105,
1113,
4020,727,


4105,2682,394,
3927,1849,1459,312,
4694,3984,873,
4604,3593,
4119,
3696,964,441,
4669,3386,3362,
4350,2271,

3393,1746,358,

486,
3881,28,
2636,2245,
4341,1700,946,
3033,25,
3000,43,
166,


3901,
4302,2280,1448,107,
2657,
2030,1517,
2548,2207,
3130,1623,
2953,
3099,
4317,2664,2593,2316,

4190,
3096,
3734,3363,2675,
2893,
3684,434,
3471,2803,
4440,3710,
3643,3145,
3873,1263,
1797,

646,527,
4648,906,
3282,
2072,913,
3201,
279,
2367,1540,
