252,
849,
13,
584,121,
1442,
1407,
143,
989,
1191,564,
1342,

1067,
59,39,
346,


1104,
1105,
1020,233,
1593,771,
1250,126,
1273,515,
595,265,
1107,575,
1028,
466,

232,
1026,83,

1268,938,
1477,
1013,205,
827,
1419,
58,
887,
36,
251,
1509,826,
1000,715,

434,
326,
122,
332,
641,310,

1023,336,
598,
1336,150,
437,
78,
823,
100,
967,275,14,
44,

1057,736,
187,
1010,660,
1029,
888,349,
494,359,
230,
1733,442,

156,
350,
957,906,820,

561,
1596,

1264,644,
1170,819,
667,
640,
310,
494,
651,
1335,307,
944,261,

964,
94,
890,362,
801,
1566,1004,747,
790,
1508,451,
79,
1305,942,
1110,903,
186,160,
466,

42,
523,58,
1138,
