667,237,
639,578,
548,
586,328,
376,

343,
171,
855,78,
327,314,
435,2,

673,
675,
691,
186,
185,
797,

260,
446,356,
4,
115,
628,
184,

51,
652,
943,591,
294,
331,
530,116,
604,284,254,
183,
776,326,
301,
600,92,
862,628,366,
568,541,
931,

527,
227,
466,99,
550,186,
142,
282,


767,
517,228,
664,
114,
796,514,
358,
616,93,
677,353,
469,461,
257,
512,
591,
179,2,

736,528,333,

195,170,
660,219,89,
295,252,
549,
682,
599,
332,
600,101,
646,315,301,


225,159,
77,
802,549,
256,
21,
385,229,

579,
562,
864,496,
628,531,
238,
205,25,

521,387,
632,477,428,202,
56,
334,
628,
426,
122,20,
321,
373,
210,
