402,69,
52,
398,6,
13,
416,
231,151,
222,
288,34,
156,54,
247,
842,767,421,31,
151,
345,93,
495,3,
692,178,
264,
270,139,

209,196,
308,274,
178,

474,
223,
307,

309,
743,107,

144,
486,

237,23,
533,439,333,

309,
343,
343,

354,
418,
384,
550,294,
286,
509,282,
646,256,203,
432,316,
630,

266,143,
536,263,

102,
55,
401,
576,431,
555,450,
766,
332,233,
407,
604,
898,171,
503,78,
467,82,
375,
46,
682,104,
675,287,
105,
402,

118,
349,

577,110,

433,
407,
18,
807,697,
424,188,
338,

501,
355,266,
374,245,
65,
264,
792,437,
166,
246,
871,40,
582,568,292,
467,277,
82,

315,
164,
362,261,
538,442,
