427,
757,
101,
460,
523,443,
362,5,
1078,
97,
1351,596,
311,
236,120,
471,
332,
377,
858,
694,
1031,241,
330,
662,151,
811,
261,

918,165,
34,
462,
478,120,
552,

625,136,
511,
626,
465,167,
185,
640,
1250,1002,79,
45,
1337,
784,447,
264,
160,
236,
474,119,
6,
90,
114,32,
531,
645,
599,

490,
616,323,
498,
977,402,
1254,
700,
185,

1015,526,519,
736,
1350,289,
212,114,
434,242,
1399,578,
866,228,
820,
858,689,
240,
43,
1038,252,211,
547,426,
1503,924,
779,
482,
922,792,
338,
353,
987,211,
59,
323,282,
640,
1088,892,
14,
518,
109,
170,
681,

68,
797,514,
1469,75,

140,
723,
1009,
685,67,24,
133,
1486,325,
1070,
602,
502,
