960,768,632,598,393,336,324,241,194,7,
634,578,429,418,211,162,151,
730,635,582,429,394,192,91,
875,631,577,469,415,393,339,327,250,160,
922,830,712,635,533,384,342,186,
969,901,805,560,113,
740,563,525,468,343,300,65,62,
921,900,815,744,304,260,124,93,
723,511,495,
862,823,418,384,
