621,570,454,
578,324,
668,290,
284,

732,17,
919,608,540,
690,
74,
241,92,


286,209,
559,252,
687,
631,618,320,
685,
555,174,
326,

489,
216,
22,
609,
336,
108,
303,
621,548,
866,541,201,
637,

351,
99,
584,533,56,
606,561,388,
678,
454,
330,11,

364,59,
163,
751,493,
866,
169,135,
854,499,131,
516,
546,350,
292,
511,60,

753,564,562,93,
726,204,
744,582,
392,
707,
328,122,

347,
228,123,
636,573,
637,399,
611,572,
251,105,
454,152,38,
470,349,

282,
151,
663,0,
678,273,
600,401,

697,
298,
0,
767,
421,
241,
617,615,
90,42,
600,35,

434,152,
637,
418,
783,

493,358,
9,

637,
845,735,
270,
634,
797,
729,388,
416,29,
261,221,

92,
