4261,3188,3035,3011,2314,1179,
4456,4368,4207,3702,3058,2968,2559,2151,1932,1661,458,2,
3971,3506,3478,3141,2858,2654,1465,1256,903,802,425,
4698,4535,3558,3140,2789,1447,607,568,255,64,
4652,3109,3027,2986,2973,2629,2608,2231,2055,1270,608,545,235,
2037,1934,733,254,23,
4338,4070,3118,2883,2589,2527,1377,1014,
3990,3399,3170,2546,2369,1494,1046,820,
4539,4459,4146,3779,1891,909,
4261,3863,3120,2689,2650,1535,1353,381,196,
