127,
567,
99,
4,
652,
685,507,
246,
879,

696,390,

721,
11,
30,
474,
714,280,
658,

1088,795,
678,622,449,

621,201,
664,
239,
806,
81,
982,554,154,
373,
918,
374,
506,144,
873,266,
615,177,
1287,
338,

870,163,
797,437,
309,93,
682,489,181,
37,
1325,779,
545,

945,261,
410,
1062,
677,
366,
616,388,
900,803,61,

872,395,

854,267,
642,
848,790,

684,617,
462,
554,185,
379,
674,177,
1015,95,
282,
259,

371,105,
644,166,
168,

700,
923,66,
978,400,
211,
831,389,
216,
926,877,

635,338,85,
39,
898,413,
9,
674,647,

466,
298,212,
754,
660,
601,
705,154,
798,
821,118,
1055,678,
632,
1033,490,
1308,746,
628,
70,

