
5164,1603,
952,
3551,
1588,400,
4665,
2940,2060,1623,769,
1323,
3780,
945,


2609,
3278,
1872,717,
1011,

4130,
1876,1322,
4021,3629,
4373,136,

2868,
4187,589,
283,



1742,136,
976,
3640,
223,
4989,
3341,

4139,
5210,



2651,949,412,

6120,
5133,
1937,
4511,4314,2250,
1635,
2507,
2038,
1591,
4892,
3731,
1796,
1412,48,
504,
513,
6358,



4741,

1084,

4771,
4297,

1925,
5162,3840,

6171,
1386,
3219,416,
311,
5087,

2252,
7477,



3601,
2088,171,


2543,
151,
165,
6036,1786,
128,
6034,

3451,

6636,4600,

1929,

3957,1936,832,
3929,
6300,5194,3503,
1755,
1235,
5978,
4166,
1209,
4810,3438,

112,
3196,



2146,268,

3492,3055,
3098,
4703,3149,
2018,

395,
4716,4568,3871,
6171,1144,
1793,
1057,

2889,


5949,485,
4320,3687,142,

5265,

3488,
460,
5605,
3009,

1754,



2224,945,
2299,1454,
249,
3895,
906,
5356,
2364,8,
6004,
5162,1235,552,
4436,
4166,929,
5170,2261,

4530,

2262,
4420,3716,
124,
6236,1151,

975,
3347,
4930,2457,
2209,
141,
1575,738,


4848,351,

2914,894,
1614,

1286,

4035,


1982,274,
6299,
2568,
2747,
1947,

182,
7030,3503,1621,
2733,887,
1822,1325,

1329,


4358,602,
4826,
2637,
821,
139,
132,
57,
1858,
1549,
174,

4944,21,
485,


1079,
363,
3820,
6399,4338,2214,

4681,
6165,
1465,
5136,



5262,1086,
290,
1402,
1599,806,
4553,3331,1165,
7054,3078,429,
1577,1258,
1379,
2705,


1931,

977,
2273,
3373,
1073,
2663,
4025,1224,
1739,
2640,824,

1755,



1312,
501,
5030,2493,
4477,2534,
2059,
728,686,
6547,
3291,


5336,670,

1129,
1956,


994,50,

4494,

1150,
5868,

2364,

2663,214,


4774,734,

2803,

4768,354,

4738,


5886,
41,
2726,1219,
2800,
1877,1202,
3089,
294,
2027,


6695,3319,1106,
979,
1306,
7911,

2969,
5154,
1735,
2837,

3030,1159,358,

1179,

2136,304,

474,






890,

2142,


2826,1385,
481,
7192,2930,

1246,
5065,495,


3138,
4143,


4204,
5557,2868,
4690,1574,1297,


7739,3958,3816,
4046,

3349,1028,

3747,1601,

3053,
4120,2275,
3807,1936,
3616,787,
575,
479,

3686,
324,
2652,1155,
1667,
2242,

3603,
972,
3843,3099,1813,
4354,

5798,371,
159,
6925,



752,738,
2328,
1060,
4360,
4051,



6927,102,
257,
2621,

4755,1683,
1962,

2679,1246,
6608,
68,







4862,

5531,18,
1717,
3056,1809,

791,690,
6438,
88,
2112,29,
4593,707,
1852,
5772,3180,

2230,

6253,

737,
2671,
3445,
5457,60,
457,


899,
5194,

305,
3854,537,
3975,


3584,

2821,441,36,


3886,2471,1450,


831,
4169,

3327,2951,
2702,

5556,1797,
1778,372,
4921,
5121,4783,1676,
2043,

6278,1126,
109,


3173,798,
2134,
4188,

4850,

1712,424,
7154,5441,
2686,
1587,
6689,1967,
5935,
1541,101,
3132,1336,

3257,1482,

2136,

1927,
6338,
3960,

3233,
114,
3052,
2643,960,
1313,


4806,
4704,
702,


5661,
5039,
1355,
7361,162,


2614,
616,
5250,2926,
496,
1400,
6357,
3579,28,


1987,634,
1786,
1990,


3132,890,
1653,366,
2206,
344,
2745,
1557,


342,
1019,907,


4069,1285,
934,
2431,
4203,3641,1571,
698,
2379,
570,
3947,479,

1274,
6465,
6197,
3658,
4576,1438,

2858,
6766,


802,
6696,
5618,
5023,
454,442,
6180,3572,

6548,5853,

309,
5544,3137,
6673,3160,1179,1041,
1564,
6407,

3692,
3847,
1872,

5706,635,456,
3101,507,

4498,

631,
5361,5094,


2075,
4582,2177,
5412,4024,3211,
1270,

1873,



2593,1378,
6169,2267,
5557,
4927,2072,

4552,388,
588,
5151,3947,
3060,2375,

3988,3182,
3295,



4979,715,

427,

1647,1522,


231,
663,

1333,
7190,3005,

4570,1151,




1262,
5829,2370,


2548,


110,
908,
1834,
