715,75,
96,
145,74,
119,100,
68,
624,68,
640,
302,
155,
234,66,
257,67,
192,50,
175,
37,

507,238,
62,
709,313,

420,354,
604,
318,311,
92,

844,318,
35,
640,503,
142,
17,
305,155,
100,
181,115,
226,
193,
85,
168,
210,
31,

766,36,
728,
49,
564,
116,
671,324,
18,


283,2,
608,

502,
244,
447,47,
454,
10,
529,


197,
274,

766,367,276,
875,

289,
265,
770,4,

477,
232,
127,
238,
620,
68,51,
117,
524,148,
89,
547,16,
213,
271,
731,599,
170,
6,
195,
200,48,
237,131,
246,
560,

556,
326,77,
501,32,
170,31,
532,77,
117,

154,
882,514,434,
341,
