1274,1131,
350,136,

102,
930,331,
313,63,
1444,964,861,

1063,1047,729,
19,
163,
434,

589,514,
624,
214,165,

1440,667,
860,396,
1200,263,
629,
1031,
599,
1116,780,
1292,1168,938,256,50,
1394,1234,
902,824,
451,
1270,382,
1252,688,

1412,512,
1238,1177,
1619,1080,
581,72,

873,
214,
1530,967,308,
1659,981,
1214,
677,451,
510,
950,
1226,777,
155,
1528,1214,602,
1419,148,
1015,751,
1525,309,
349,
220,

1135,
1580,1009,230,
515,

884,226,
1551,471,
917,
235,
903,451,
95,
654,
515,
1332,440,
1228,
1871,
1288,
1155,109,
1634,429,
670,486,
321,
808,
1339,
193,
835,385,
528,
1301,1163,471,
999,510,282,
478,143,
711,
235,
1160,
1556,275,
1232,
218,
713,479,348,

15,
1526,1004,

917,
745,111,
1405,1236,851,
620,
1155,
1231,
1258,274,
1604,208,
