53,
151,
351,
338,275,
324,
431,
164,

238,
342,264,159,
836,
728,337,
516,463,422,
328,
838,
269,80,
71,
595,204,
42,
192,
277,
411,11,
416,133,
142,
782,63,
217,
365,106,
152,
178,
87,84,14,
137,88,
119,

304,26,
206,51,
499,
9,
435,
124,
867,259,
628,123,
46,

153,
212,
223,
203,
62,32,
496,260,
132,
331,101,
203,
606,
203,6,

717,354,
424,384,27,
239,
137,
279,
0,
609,134,
276,
32,

241,11,
98,
171,
61,
97,
109,
308,139,
709,254,
38,
562,331,293,61,
108,
250,231,
585,400,234,
174,
287,

312,189,
454,
189,110,
323,
64,45,
706,158,
264,
70,
611,499,106,
249,
360,19,
422,43,
262,217,
421,

378,
463,26,
355,
423,
