907,2,
813,348,
421,
965,827,585,142,
897,421,106,

484,182,18,
56,
861,
552,363,
901,425,
433,
839,712,530,498,
978,959,593,
305,59,16,
835,
220,
908,333,
887,
801,
915,822,579,164,
948,725,448,
775,675,513,495,
135,
862,40,6,
872,
742,345,
945,789,586,364,25,
830,35,
602,359,276,
167,30,
765,89,75,
477,111,54,
623,
815,
918,707,
889,862,
881,103,13,
49,
786,
930,
553,142,94,59,
918,748,403,
770,
815,512,92,
347,
756,741,199,
894,635,609,
71,
851,754,549,536,498,408,
942,829,588,
126,
414,
870,81,
912,299,183,136,
643,64,
904,383,
298,
901,645,473,57,
164,
633,
82,
876,787,396,
366,
902,722,
815,

842,663,45,
911,129,
803,197,79,
908,648,
895,679,277,
880,846,339,188,93,

213,
715,475,153,81,
918,443,276,79,
529,126,
943,544,389,
945,214,136,
629,486,231,81,
951,96,
656,
830,795,
159,
551,165,126,25,
929,118,
534,
221,
449,
823,252,150,
781,596,257,
852,
766,241,86,
568,357,150,
902,376,250,
256,
804,622,183,
911,113,80,
683,
