579,480,
1406,
1056,292,
357,
173,0,
1126,
1004,129,
857,374,

1043,945,233,
1667,
652,631,505,
1374,1243,132,
143,
916,
1544,1510,372,
746,
31,
804,
271,
329,
1324,393,
896,125,
114,

812,
933,263,
251,
910,688,
1121,413,
653,479,
581,
78,
1136,564,
856,808,357,
26,
406,
388,
81,
757,
963,
400,

1319,326,
1330,
1588,681,
542,
209,
1216,321,163,
680,266,

189,
1503,
1286,1225,371,


713,
248,

404,
576,
137,
1339,
1002,365,

433,17,
505,485,
179,43,
1559,989,364,
627,
558,538,
304,
556,
606,256,
595,249,224,
470,
406,167,
1206,
759,364,
413,
103,
310,
268,
650,
1690,1132,
382,
497,
405,238,
1650,233,
1393,
371,
576,
526,
418,393,
255,
695,
520,292,
959,
866,
948,511,116,
