40,
78,68,29,
64,
33,5,
0,
88,67,52,15,
7,

28,
3,
9,0,
25,

60,6,
79,32,

67,26,
48,15,10,
54,52,47,
59,40,
39,
4,

81,52,

28,

52,14,
73,12,0,

72,
2,
64,
42,
58,

88,
72,
84,8,
52,

44,
71,
59,

67,20,
82,
10,
23,

73,52,8,
26,
58,23,2,
0,

10,

72,58,
80,
41,24,
6,

51,2,

3,
53,29,
32,0,
86,83,


87,

80,
33,
78,72,
36,
33,23,


50,46,
0,
41,
23,

72,33,0,
31,21,
84,52,28,3,
22,
74,
35,23,
63,51,
56,43,
84,47,
8,0,

51,38,12,
88,
74,2,
3,
54,24,
