1903,1354,1127,663,635,369,21,
1548,1066,506,76,
1954,1138,950,475,245,192,56,
1781,1536,480,107,90,75,
1500,1478,801,
1885,1745,1112,409,297,212,
1333,447,341,127,
1935,1735,1664,1536,1207,1200,1051,708,292,123,
1216,252,
1966,1504,1114,909,574,
1461,1345,1129,882,
917,854,574,135,
1639,1434,1047,860,775,437,
1727,1373,1355,1211,822,717,473,
1253,1206,754,629,433,189,
1066,234,164,21,
1518,996,775,365,
1022,701,646,235,47,
1978,1244,934,172,
1919,1591,1477,877,465,
1953,1678,1296,
1277,554,207,16,
1846,1761,1116,768,
1811,275,258,
1650,712,553,186,158,50,
1900,1370,1039,370,
1685,703,
1819,682,444,322,
1824,1432,987,599,15,
1529,669,358,217,187,18,
686,685,
480,
1486,1450,1328,1002,819,552,
1721,1417,
1825,1517,950,918,108,
1567,846,
869,27,
1179,361,146,
1639,1187,1069,906,697,296,130,72,
1791,1485,1272,634,
1802,1604,1268,376,
1573,1507,1114,1003,615,528,
1891,343,
768,135,
1867,1710,1588,1242,941,168,
1677,976,589,
1275,1034,864,849,347,91,
1346,1006,214,
1741,1652,485,385,
1891,1675,1606,1027,745,205,
1373,1210,1085,700,
1756,1548,
1957,1099,1020,919,671,489,221,
1762,1270,547,
1900,967,754,434,321,10,
1894,1407,1191,1144,539,171,
808,426,206,186,
194,130,
1902,1028,912,631,144,
1924,775,365,21,
1565,1412,1198,797,
1765,1750,1197,1076,464,229,200,119,
1618,1452,1078,995,156,
1825,1321,1098,864,749,373,78,
1864,1696,1382,833,213,
1673,814,115,
1563,950,187,176,
1502,890,751,85,30,
1865,1718,1588,466,279,197,
1818,1704,1519,1128,1100,749,589,336,145,
1941,1739,130,
1508,1394,1223,889,687,339,
1806,1372,1028,557,175,109,
1806,1717,1270,1042,484,299,60,
1933,1813,999,594,115,67,
1977,1550,827,621,
1530,1237,1074,1020,303,
1871,1702,957,932,212,
1822,1704,1479,1243,201,
1908,1498,1250,931,766,571,42,
1916,757,501,115,
1418,1179,649,294,
1920,1844,1182,1108,957,152,
1379,422,188,
1663,1277,541,347,58,
1196,1132,764,237,88,
1813,1292,1177,858,472,124,
1987,168,67,
1482,1269,1120,471,198,129,15,
1671,1150,612,228,
1722,1604,867,
1836,1480,614,116,
1813,1634,1152,616,14,
1707,441,105,
1700,737,512,
476,240,
895,472,406,13,
1926,1734,1596,1105,
1137,1068,928,66,
1465,798,
