1,47,74,135,165,220,242,269,260,291,337,375,388,451,489,556,619,551,597,634,678,715,777,846,880,850,913,937,999,
1,30,74,106,149,162,137,205,256,306,366,427,441,429,484,540,580,630,690,753,757,819,888,944,999,
1,49,72,120,186,143,208,260,296,319,387,414,482,505,537,591,651,681,703,751,788,831,899,960,999,
