1,35,12,78,146,194,212,255,243,304,297,377,390,422,512,591,660,705,783,867,953,999,
1,23,96,142,159,230,273,349,435,475,527,609,554,512,583,669,728,802,892,928,999,
1,70,103,80,157,230,313,265,345,423,390,435,503,538,594,671,738,828,811,847,870,910,999,
