1,31,128,231,333,412,442,540,641,717,728,830,933,999,
1,59,102,144,129,227,304,355,401,464,498,543,638,652,674,743,838,906,999,
1,62,48,114,215,262,296,354,400,355,438,444,526,616,612,716,818,866,917,999,
