1,13,4,7,19,31,41,53,59,71,79,82,90,95,105,103,101,102,114,124,132,136,145,153,161,162,171,182,187,193,194,205,210,220,224,231,238,249,258,265,277,282,291,297,300,309,319,329,332,344,347,349,361,366,374,380,390,400,407,416,421,432,442,444,456,468,469,471,478,472,480,490,494,493,503,513,524,527,536,545,555,558,568,577,587,596,606,614,623,630,639,649,654,662,674,675,686,692,691,703,707,713,725,737,740,752,751,763,774,786,794,805,816,828,825,836,845,846,852,862,873,877,889,896,902,913,912,923,916,925,937,935,947,958,970,969,979,989,999,
1,10,15,13,18,22,30,38,42,46,56,68,80,78,88,92,102,107,106,104,112,115,120,129,138,140,152,143,148,158,169,181,193,201,207,215,227,229,241,252,256,260,268,270,274,284,289,282,292,297,309,316,326,323,332,338,345,356,361,372,380,391,393,395,405,417,410,418,424,430,437,443,450,461,473,482,490,492,504,516,518,529,532,544,552,564,572,574,583,589,595,607,619,631,624,636,637,646,657,654,661,666,676,679,690,700,706,704,715,718,726,734,744,748,751,762,772,773,783,790,798,810,805,811,814,821,815,826,836,845,849,858,865,871,882,888,890,897,909,918,920,931,943,951,963,972,975,983,989,999,
1,13,20,32,40,47,51,62,73,83,93,105,108,118,116,124,134,146,144,155,164,163,170,181,191,193,201,205,210,217,218,226,238,240,252,264,265,276,286,297,306,315,320,330,332,331,328,334,335,345,355,365,372,368,380,388,394,399,411,420,432,433,443,442,454,464,470,469,481,492,503,507,519,525,531,537,548,554,566,575,567,576,588,592,599,609,612,619,629,637,649,644,651,657,664,667,678,675,673,683,685,696,701,711,713,721,732,741,752,764,775,785,787,796,808,809,821,822,825,833,836,835,838,842,853,863,865,860,855,867,879,889,899,903,914,924,930,940,941,947,959,969,975,987,999,
