1,36,47,67,141,213,259,302,348,409,393,470,517,597,677,702,777,842,926,999,
1,62,125,93,166,222,182,259,341,298,345,382,410,437,459,540,601,684,737,786,854,909,950,999,
1,9,75,100,173,231,263,324,291,370,425,407,480,519,557,641,724,779,849,802,824,892,918,999,
