1,73,29,47,131,140,200,238,325,417,339,412,503,541,604,647,668,735,777,837,898,946,999,
1,32,46,82,135,182,258,295,390,423,514,572,635,623,689,753,835,921,999,
1,34,69,157,230,259,298,370,366,461,516,610,688,747,841,864,936,999,
