1,52,116,139,190,218,271,312,367,430,448,515,484,520,576,641,644,696,719,774,836,860,914,957,999,
1,60,126,175,176,234,286,328,383,427,465,504,564,609,655,692,758,808,867,931,986,999,
1,61,53,108,105,170,204,214,240,300,316,374,439,505,562,560,568,628,660,707,702,710,712,775,839,876,939,999,
