1,38,72,56,88,106,139,172,201,229,245,280,311,347,380,409,410,416,423,454,487,502,521,553,569,594,604,614,638,664,694,720,755,772,792,776,804,810,840,871,904,936,967,999,
1,29,62,80,104,130,147,170,201,227,247,276,264,280,302,325,336,343,357,389,411,434,464,485,502,539,561,548,580,599,617,648,657,694,724,749,780,789,812,830,823,851,873,870,892,928,965,999,
1,23,59,79,115,146,165,168,195,220,244,270,267,288,319,320,334,363,398,417,436,425,458,488,485,509,527,564,595,629,639,668,702,731,717,747,779,785,795,822,840,865,888,924,938,960,994,999,
