1,33,67,61,101,112,110,84,117,135,172,203,240,254,290,331,339,372,380,422,386,412,427,467,495,524,548,567,602,599,636,670,710,729,769,746,786,810,833,856,875,917,943,930,939,969,999,
1,38,73,76,64,105,123,158,188,203,214,253,284,325,362,366,384,396,438,459,483,442,476,502,541,566,569,591,619,653,662,701,733,739,768,797,835,850,887,926,966,999,
1,42,56,76,102,93,104,135,159,184,203,238,280,283,278,311,348,375,416,455,449,488,498,510,549,534,570,579,607,647,683,680,699,710,712,739,759,765,774,811,830,865,900,875,892,893,884,901,925,960,999,
