1,36,54,71,37,77,137,167,224,269,327,356,367,440,442,513,580,512,539,543,616,642,710,782,853,878,938,999,
1,21,68,123,132,196,233,245,291,262,328,399,384,457,527,596,667,710,711,755,733,778,851,823,889,926,999,
1,34,9,68,107,158,193,267,276,320,335,373,415,485,499,558,619,623,624,647,634,657,720,757,802,856,891,933,999,
