1,30,75,45,113,52,124,166,211,171,198,264,334,385,407,418,447,495,518,530,593,632,676,748,781,782,831,885,932,999,
1,45,111,164,219,252,297,366,419,482,542,607,659,690,762,785,808,756,770,736,779,824,865,901,969,999,
1,41,84,110,170,157,219,235,300,238,306,361,411,473,449,513,558,598,625,654,709,731,777,802,862,922,944,999,
