1,25,65,115,120,112,169,137,158,202,270,307,366,372,430,462,490,517,579,643,694,751,801,832,871,933,999,
1,63,98,147,177,241,277,317,378,444,499,527,528,594,618,672,736,796,842,858,910,923,958,999,
1,12,35,88,101,134,186,173,240,300,347,409,394,400,438,482,498,530,527,559,583,633,682,707,640,693,752,808,870,937,999,
