1,22,86,131,214,135,228,307,268,358,416,526,600,497,574,615,644,727,770,855,945,999,
1,75,84,153,211,279,390,432,513,525,634,700,731,835,931,999,
1,102,139,232,147,225,297,324,440,539,603,678,782,886,999,
