1,6,15,24,33,39,48,58,65,64,71,79,87,97,103,109,113,123,128,132,140,149,160,162,173,179,182,190,191,199,200,208,219,230,234,236,246,253,262,271,282,277,287,288,299,298,307,318,322,331,340,346,352,363,374,384,375,379,388,398,407,414,425,427,438,437,447,451,462,473,484,495,502,507,509,516,518,525,531,537,545,553,559,569,579,589,594,600,608,604,613,622,628,639,648,658,661,662,672,679,687,686,696,698,708,705,716,719,726,731,736,745,746,757,767,777,781,790,801,806,815,820,831,834,840,850,845,851,855,858,869,876,880,885,895,903,902,905,909,919,929,939,942,952,955,964,972,983,987,998,999,
1,9,11,22,33,40,45,52,53,63,72,77,86,89,96,101,103,113,124,131,138,143,153,147,158,168,175,185,190,195,204,212,218,226,234,238,240,251,260,271,276,282,287,288,298,301,307,316,319,329,336,342,353,364,366,377,384,387,395,406,409,407,416,427,436,435,440,444,452,463,465,474,481,487,496,505,507,511,510,520,531,542,546,549,547,557,559,567,576,586,588,599,607,618,627,628,636,647,655,665,673,683,692,699,708,717,727,734,743,754,760,768,766,772,782,793,804,814,818,826,832,841,847,856,860,861,871,878,887,894,904,907,912,921,926,924,930,941,952,960,963,972,974,983,994,999,
1,9,11,19,26,17,22,23,34,41,48,50,56,67,74,79,86,84,87,97,98,107,118,125,134,140,142,153,150,156,166,173,182,186,194,200,203,211,221,225,233,239,247,248,259,268,279,280,284,288,299,307,317,328,338,332,339,346,352,362,366,375,382,393,391,402,405,412,414,420,428,437,445,446,453,463,470,480,487,494,497,508,511,513,512,518,528,539,549,554,564,553,562,566,574,580,588,596,604,615,613,618,624,626,632,634,644,649,654,664,672,680,688,697,703,712,714,723,729,737,736,745,755,763,770,774,779,789,799,810,815,821,827,836,826,830,838,843,842,852,856,864,875,884,893,900,907,917,919,930,936,940,950,957,966,970,979,989,999,
