1,12,51,73,80,109,131,154,150,189,211,185,209,244,281,308,320,324,350,379,400,434,442,479,508,519,523,553,583,610,633,655,641,676,698,721,750,788,809,840,852,875,906,946,966,999,
1,39,72,104,113,127,156,161,200,231,262,277,314,285,295,311,351,358,384,410,439,469,492,515,528,535,569,607,600,599,570,601,640,635,663,699,725,753,728,733,764,800,809,839,867,836,853,890,923,961,999,
1,31,7,30,62,72,82,103,109,133,150,184,176,206,218,257,285,305,337,356,389,424,414,450,471,507,529,560,600,603,632,643,639,672,709,730,746,785,805,825,861,875,900,934,959,999,
