1,28,63,86,58,107,139,167,179,230,242,264,290,336,393,449,425,466,517,505,524,541,554,562,599,656,699,751,742,725,765,802,852,880,930,975,999,
1,29,54,92,140,128,171,213,225,277,317,307,359,406,377,401,418,473,466,484,520,566,612,661,713,758,786,791,807,822,858,909,960,999,
1,43,74,129,175,230,283,265,285,284,290,319,363,387,357,406,460,507,564,618,667,653,648,703,736,791,834,859,903,959,999,
