1,82,152,138,195,271,328,390,471,536,585,628,681,755,825,912,999,
1,15,3,64,105,176,259,306,351,435,524,571,642,730,687,749,801,893,910,999,
1,52,115,205,198,247,271,341,424,498,580,629,626,687,748,673,753,839,916,999,
