1,14,32,17,47,80,109,147,159,198,237,227,262,282,276,293,334,342,362,403,429,465,502,540,533,521,561,558,586,578,600,617,644,679,699,714,755,795,830,842,836,854,883,894,921,950,979,999,
1,27,68,77,107,135,149,162,191,200,241,273,289,295,324,347,384,377,413,434,448,453,478,473,507,540,538,570,611,652,672,680,707,699,710,743,756,741,777,794,826,810,843,838,871,904,940,968,999,
1,23,56,85,115,156,150,177,210,250,287,285,324,359,399,417,429,469,467,491,528,552,571,603,635,654,689,694,717,758,796,836,868,896,893,934,975,999,
