1,52,110,159,220,300,372,394,475,471,415,449,489,504,593,646,730,794,858,919,999,
1,24,59,132,101,192,265,305,361,430,494,587,676,738,740,816,909,999,
1,58,70,152,242,332,361,435,521,612,645,728,776,812,809,817,906,999,
