1,54,143,85,146,167,216,229,318,378,365,436,478,537,622,614,687,767,859,958,999,
1,48,66,72,155,217,274,346,428,417,379,471,560,602,671,581,674,604,697,755,815,901,999,
1,55,145,197,285,299,344,403,404,472,555,556,636,662,741,822,820,916,999,
