1,6,91,37,118,120,144,146,173,236,322,373,390,444,467,544,562,640,633,646,658,738,800,862,942,999,
1,36,19,61,124,191,267,315,364,415,401,399,469,501,564,592,655,725,790,847,929,999,
1,51,118,124,145,213,255,330,383,435,513,511,541,588,639,656,708,762,834,916,999,
