1,47,101,196,285,321,336,391,484,565,647,643,635,692,751,811,867,891,999,
1,19,61,78,144,162,263,318,346,423,509,584,616,701,797,865,883,977,999,
1,38,93,153,254,261,352,445,517,559,554,578,671,645,713,688,743,758,841,895,999,
