1,81,110,182,252,351,443,466,527,530,600,569,596,692,758,812,886,935,999,
1,17,56,141,153,224,280,340,260,357,347,395,433,532,616,706,806,904,999,
1,18,97,169,218,262,177,188,280,372,453,430,530,606,624,723,727,799,719,771,851,940,999,
