1,93,175,216,263,342,413,377,456,536,581,651,697,729,770,845,892,920,999,
1,91,59,62,154,240,327,410,489,535,568,601,672,612,693,747,751,840,923,999,
1,54,131,186,121,101,173,223,260,351,271,331,404,487,540,624,705,727,704,741,825,918,999,
