1,33,12,67,119,124,178,175,221,230,268,317,367,341,399,458,502,549,585,617,576,598,653,702,709,735,779,787,812,824,869,892,941,999,
1,54,111,72,112,105,153,206,205,263,275,332,372,371,407,435,455,510,533,553,606,612,670,725,774,775,807,855,892,944,999,
1,32,55,44,50,84,122,108,162,220,217,262,296,305,323,376,406,465,507,541,593,581,611,622,642,692,732,750,762,816,817,821,879,928,973,999,
