1,61,66,112,115,208,282,321,377,423,518,583,660,751,845,926,999,
1,45,70,108,151,195,240,150,219,269,348,449,441,537,591,691,705,798,860,911,999,
1,64,165,266,222,301,233,261,314,393,476,560,655,738,695,723,818,908,999,
