1,11,17,18,28,38,34,39,43,49,52,61,67,71,74,84,89,85,93,103,109,116,125,135,139,149,156,163,173,177,187,191,192,198,203,211,213,223,224,230,239,243,245,255,260,270,276,285,291,290,296,299,300,310,320,330,340,338,347,351,353,362,367,376,372,380,387,385,392,399,406,414,423,422,428,436,438,447,456,460,469,477,487,494,504,514,522,531,533,539,548,557,566,571,580,589,590,591,593,596,604,612,613,616,626,631,636,646,653,654,656,665,659,668,674,671,681,684,688,698,708,718,723,731,727,735,739,744,749,756,763,769,777,782,786,794,799,798,803,806,805,814,824,827,836,834,841,851,857,866,869,867,875,884,888,894,899,906,904,912,920,922,931,937,946,950,957,952,961,968,963,973,972,979,989,999,
1,10,16,12,22,25,34,41,51,60,61,67,70,76,75,79,82,92,102,112,119,123,131,133,141,147,148,153,154,157,164,170,177,185,186,195,196,206,213,222,232,236,237,239,249,253,261,271,274,284,288,298,303,305,314,320,326,334,344,354,359,369,376,373,381,385,391,386,390,396,406,410,412,421,424,434,441,451,457,462,464,473,481,485,492,495,505,514,521,526,522,531,539,547,551,557,565,566,569,572,582,586,591,594,603,601,607,614,623,633,642,651,661,655,657,667,676,686,695,704,705,714,724,730,737,747,756,763,770,777,784,789,791,797,804,813,818,824,832,838,842,848,857,860,856,864,870,867,873,883,893,895,900,909,914,908,915,923,930,940,945,948,953,962,971,977,986,992,999,
1,3,13,9,16,22,31,39,48,56,58,61,62,70,80,89,93,99,109,117,122,129,138,146,147,154,158,162,172,179,189,194,198,201,211,218,224,231,237,244,252,254,260,265,275,269,278,283,290,300,309,316,326,330,339,346,356,366,367,361,368,370,373,379,387,397,405,410,417,427,437,446,451,457,466,472,480,486,496,504,514,522,529,534,539,547,552,554,564,573,583,578,588,592,598,605,610,616,618,626,631,639,643,653,662,666,664,667,669,678,680,690,696,699,709,711,719,725,730,740,739,743,751,758,764,769,762,772,779,786,788,797,798,803,809,805,812,820,818,827,836,842,852,861,871,880,885,891,899,908,915,913,911,921,927,933,943,951,958,966,975,981,991,999,
