1,10,14,27,33,45,58,62,73,83,84,94,95,91,101,109,122,133,141,152,163,168,179,192,199,207,218,228,239,243,240,251,260,262,274,276,287,282,294,304,300,308,319,320,331,332,337,346,359,370,378,387,397,410,416,427,430,425,431,436,442,452,464,471,477,487,500,503,511,524,513,526,518,531,544,552,565,578,579,590,599,611,623,631,641,648,659,665,669,678,685,697,710,721,728,734,741,745,748,760,773,782,790,799,811,823,830,842,831,837,847,860,856,866,879,878,888,900,889,901,906,913,914,923,933,944,955,967,976,980,988,999,
1,2,15,18,31,43,49,57,55,66,73,82,95,98,105,113,126,134,147,150,152,163,166,179,188,198,203,206,213,225,238,248,261,265,269,277,286,280,291,293,300,295,308,321,331,338,340,350,341,354,365,378,385,397,410,420,429,437,444,454,463,460,472,481,471,482,495,507,515,525,535,543,552,560,565,569,575,582,595,606,613,617,621,629,630,638,645,654,660,673,675,678,685,697,706,718,723,731,742,745,750,751,764,771,783,784,793,799,808,816,811,819,828,826,829,838,845,853,866,871,872,883,890,893,888,900,910,917,930,927,939,946,959,970,983,991,999,
1,0,13,21,29,35,38,40,49,62,63,68,79,90,100,99,112,123,136,141,149,157,168,175,169,181,194,200,206,218,230,237,244,257,247,258,270,283,296,301,294,307,316,319,324,337,349,359,367,370,382,384,391,396,408,410,423,436,448,455,457,466,475,479,485,495,504,517,524,534,531,539,552,564,575,573,581,594,596,607,615,619,620,628,640,653,659,667,663,674,684,686,687,699,706,717,726,736,735,748,761,773,772,770,783,787,792,797,809,817,830,837,847,859,872,882,894,899,909,916,926,934,940,952,962,975,988,999,
