1,32,62,94,107,135,141,167,198,220,251,222,241,255,286,303,323,312,337,361,381,402,431,456,483,459,490,512,530,536,557,585,617,614,631,646,640,669,693,723,716,738,769,761,784,811,841,865,884,910,934,963,955,987,999,
1,4,33,16,47,76,79,105,137,159,171,195,212,237,264,276,301,330,349,377,392,393,419,448,466,484,500,527,553,574,605,635,652,669,701,729,758,790,821,847,849,819,848,878,886,906,935,943,959,950,969,999,
1,4,30,61,75,103,106,132,144,171,202,234,210,233,252,265,285,309,314,329,333,361,391,407,413,443,469,496,517,535,558,579,611,637,667,693,686,707,723,720,719,737,759,780,799,831,842,874,901,911,928,942,946,978,999,
