1,19,13,33,52,72,78,89,98,119,95,118,138,157,179,189,204,221,233,231,242,262,282,292,313,335,337,354,358,381,404,424,445,462,475,488,505,497,494,517,536,549,552,572,578,600,624,630,654,647,671,670,682,697,696,711,712,727,747,765,771,772,780,803,821,841,830,844,868,891,906,913,921,945,947,967,990,999,
1,3,23,33,36,60,82,96,111,135,151,163,172,183,207,201,225,246,266,280,303,315,325,345,356,357,377,399,421,444,460,483,502,512,535,555,572,583,586,604,623,620,644,656,677,681,702,726,722,730,751,772,791,814,835,839,859,867,887,908,928,951,963,978,999,
1,22,24,18,27,41,64,52,70,80,100,107,97,113,131,151,166,159,156,176,189,207,227,224,246,258,271,294,317,321,344,353,338,354,369,388,407,428,434,445,466,482,458,479,502,525,529,540,562,574,598,601,625,643,641,662,680,704,716,711,723,726,750,756,764,779,791,807,831,836,855,869,890,902,923,919,920,944,953,966,986,999,
