1,25,27,76,136,198,244,254,297,362,377,401,399,455,486,546,575,624,681,729,789,823,879,939,999,
1,47,82,145,201,144,142,199,243,241,240,306,313,372,420,440,489,483,505,553,619,637,703,768,823,884,911,939,999,
1,52,91,85,70,74,120,82,146,192,222,270,300,365,417,432,482,423,483,503,534,587,638,631,690,751,760,769,761,802,864,917,983,999,
