1,34,46,68,81,105,137,164,192,220,210,233,266,291,289,299,324,356,361,387,393,401,424,444,425,458,481,509,524,542,569,599,623,627,657,682,715,748,771,787,806,808,821,848,871,904,892,912,941,966,999,
1,24,49,78,106,133,160,191,199,193,203,231,256,286,315,346,350,374,342,363,396,419,420,441,455,470,490,517,536,558,566,590,621,595,626,643,672,681,708,695,716,741,757,759,781,812,837,869,886,916,933,953,976,999,
1,16,6,28,50,77,71,94,126,137,129,161,166,154,171,187,216,245,268,296,327,337,355,351,376,389,379,396,428,458,465,488,503,497,511,540,559,590,621,603,628,654,684,715,708,735,756,788,800,820,837,841,868,856,888,917,928,940,971,999,
