1,12,82,156,107,132,211,244,258,235,255,291,336,399,437,461,522,505,562,575,640,701,730,782,785,853,928,999,
1,64,35,107,80,159,232,301,379,411,455,472,538,587,630,659,665,716,766,810,866,945,999,
1,55,37,102,176,249,310,337,407,484,523,593,627,690,764,795,849,919,999,
