1,116,142,265,331,390,457,560,675,790,896,999,
1,3,56,169,54,156,162,165,288,416,482,600,690,789,734,787,925,999,
1,135,57,157,207,210,300,436,551,455,409,501,611,544,543,648,787,892,999,
