1,30,72,120,103,124,157,179,202,249,281,290,322,353,387,426,474,519,558,592,602,635,664,700,744,784,830,878,909,956,999,
1,39,72,107,79,111,146,170,218,237,258,306,272,293,337,346,371,401,391,421,444,470,498,513,523,571,592,607,646,686,716,755,782,801,847,890,931,953,999,
1,11,52,92,133,177,225,261,242,243,275,307,353,395,426,446,494,535,570,616,598,636,652,675,721,742,775,810,847,867,913,931,970,999,
