1,43,31,16,59,38,71,100,171,190,272,276,358,378,404,455,496,570,649,726,764,840,913,989,999,
1,6,85,61,84,154,159,211,293,327,399,417,459,492,564,646,662,705,710,782,835,905,856,892,948,999,
1,49,62,110,167,227,310,312,282,199,270,328,409,469,426,492,536,591,673,752,815,892,943,999,
