1,62,94,146,127,180,226,279,225,295,348,411,489,563,613,680,753,787,850,910,975,999,
1,28,84,153,183,241,310,354,416,482,531,600,674,727,765,835,859,882,959,999,
1,18,100,163,98,159,205,278,301,352,329,408,417,443,482,555,619,689,743,784,840,911,897,902,931,999,
