1,7,21,29,16,34,45,64,61,80,97,108,113,133,148,136,147,156,176,181,195,207,188,202,220,217,233,251,269,273,291,294,297,306,325,340,345,363,377,387,385,404,405,415,428,443,435,456,475,491,498,500,520,540,553,570,589,609,627,645,655,664,684,699,714,724,740,760,772,773,779,797,811,825,831,845,862,857,877,894,902,905,917,935,953,962,968,982,999,
1,15,33,45,56,72,89,77,92,95,113,125,127,133,132,151,158,176,190,198,188,201,217,235,240,255,266,285,302,323,316,317,337,358,375,396,405,420,437,454,451,467,488,494,504,525,530,543,563,581,601,621,640,648,653,662,666,676,688,694,714,728,741,751,765,756,762,777,795,812,832,827,829,850,866,862,872,891,897,896,916,933,952,963,980,999,
1,4,13,26,42,59,65,77,95,116,119,115,121,141,160,168,188,208,225,231,243,244,258,269,285,305,325,345,361,373,376,395,414,423,437,452,458,477,486,500,517,533,547,559,579,595,597,611,622,628,637,639,659,676,675,687,705,704,724,741,733,748,768,787,800,812,826,835,852,862,883,897,913,914,921,939,944,964,983,999,
