952,927,863,740,533,503,472,457,424,408,376,362,331,239,221,216,120,98,87,62,7,
974,961,807,799,656,647,544,524,424,413,396,370,288,184,137,129,115,58,
973,868,850,767,676,635,520,340,212,20,
